17/09/2022,Southampton,Brighton,2,2,D,A Taylor
22/09/2022,Brighton,Tottenham,1,2,A,C Kavanagh
22/09/2022,Burnley,Bournemouth,4,0,H,A Taylor
22/09/2022,Cardiff,Man City,0,5,A,M Oliver
22/09/2022,Crystal Palace,Newcastle,0,0,D,A Marriner
22/09/2022,Fulham,Watford,1,1,D,M Atkinson
22/09/2022,Leicester,Huddersfield,3,1,H,D Coote
22/09/2022,Liverpool,Southampton,3,0,H,P Tierney
22/09/2022,Man United,Wolves,1,1,D,K Friend
23/09/2022,Arsenal,Everton,2,0,H,J Moss
23/09/2022,West Ham,Chelsea,0,0,D,M Dean
29/09/2022,Arsenal,Watford,2,0,H,A Taylor
29/09/2022,Chelsea,Liverpool,1,1,D,A Marriner
29/09/2022,Everton,Fulham,3,0,H,R East
29/09/2022,Huddersfield,Tottenham,0,2,A,C Pawson
29/09/2022,Man City,Brighton,2,0,H,L Mason
29/09/2022,Newcastle,Leicester,0,2,A,S Hooper
29/09/2022,West Ham,Man United,3,1,H,M Oliver
29/09/2022,Wolves,Southampton,2,0,H,S Attwell
30/09/2022,Cardiff,Burnley,1,2,A,M Atkinson
01/10/2022,Bournemouth,Crystal Palace,2,1,H,M Dean
05/10/2022,Brighton,West Ham,1,0,H,K Friend
06/10/2022,Burnley,Huddersfield,1,1,D,C Kavanagh
06/10/2022,Crystal Palace,Wolves,0,1,A,M Oliver
06/10/2022,Leicester,Everton,1,2,A,A Marriner
06/10/2022,Man United,Newcastle,3,2,H,A Taylor
06/10/2022,Tottenham,Cardiff,1,0,H,M Dean
06/10/2022,Watford,Bournemouth,0,4,A,J Moss
07/10/2022,Fulham,Arsenal,1,5,A,P Tierney
07/10/2022,Liverpool,Man City,0,0,D,M Atkinson
07/10/2022,Southampton,Chelsea,0,3,A,C Pawson
20/10/2022,Bournemouth,Southampton,0,0,D,L Probert
20/10/2022,Cardiff,Fulham,4,2,H,K Friend
20/10/2022,Chelsea,Man United,2,2,D,M Dean
20/10/2022,Huddersfield,Liverpool,0,1,A,M Oliver
20/10/2022,Man City,Burnley,5,0,H,J Moss
20/10/2022,Newcastle,Brighton,0,1,A,A Marriner
20/10/2022,West Ham,Tottenham,0,1,A,M Atkinson
20/10/2022,Wolves,Watford,0,2,A,L Mason
21/10/2022,Everton,Crystal Palace,2,0,H,A Taylor
22/10/2022,Arsenal,Leicester,3,1,H,C Kavanagh
27/10/2022,Brighton,Wolves,1,0,H,A Taylor
27/10/2022,Fulham,Bournemouth,0,3,A,A Marriner
27/10/2022,Leicester,West Ham,1,1,D,M Oliver
27/10/2022,Liverpool,Cardiff,4,1,H,S Attwell
27/10/2022,Southampton,Newcastle,0,0,D,C Kavanagh
27/10/2022,Watford,Huddersfield,3,0,H,M Dean
28/10/2022,Burnley,Chelsea,0,4,A,C Pawson
28/10/2022,Crystal Palace,Arsenal,2,2,D,M Atkinson
28/10/2022,Man United,Everton,2,1,H,J Moss
29/10/2022,Tottenham,Man City,0,1,A,K Friend
03/11/2022,Arsenal,Liverpool,1,1,D,A Marriner
03/11/2022,Bournemouth,Man United,1,2,A,P Tierney
03/11/2022,Cardiff,Leicester,0,1,A,L Probert
03/11/2022,Everton,Brighton,3,1,H,D Coote
03/11/2022,Newcastle,Watford,1,0,H,C Pawson
03/11/2022,West Ham,Burnley,4,2,H,R East
03/11/2022,Wolves,Tottenham,2,3,A,M Dean
04/11/2022,Chelsea,Crystal Palace,3,1,H,M Oliver
04/11/2022,Man City,Southampton,6,1,H,L Mason
05/11/2022,Huddersfield,Fulham,1,0,H,A Taylor
10/11/2022,Cardiff,Brighton,2,1,H,M Atkinson
10/11/2022,Crystal Palace,Tottenham,0,1,A,J Moss
10/11/2022,Huddersfield,West Ham,1,1,D,C Kavanagh
10/11/2022,Leicester,Burnley,0,0,D,M Dean
10/11/2022,Newcastle,Bournemouth,2,1,H,L Probert
10/11/2022,Southampton,Watford,1,1,D,S Hooper
11/11/2022,Arsenal,Wolves,1,1,D,S Attwell
11/11/2022,Chelsea,Everton,0,0,D,K Friend
11/11/2022,Liverpool,Fulham,2,0,H,P Tierney
11/11/2022,Man City,Man United,3,1,H,A Taylor
24/11/2022,Brighton,Leicester,1,1,D,C Kavanagh
24/11/2022,Everton,Cardiff,1,0,H,P Tierney
24/11/2022,Fulham,Southampton,3,2,H,M Oliver
24/11/2022,Man United,Crystal Palace,0,0,D,L Mason
24/11/2022,Tottenham,Chelsea,3,1,H,M Atkinson
24/11/2022,Watford,Liverpool,0,3,A,J Moss
24/11/2022,West Ham,Man City,0,4,A,A Marriner
25/11/2022,Bournemouth,Arsenal,1,2,A,C Pawson
25/11/2022,Wolves,Huddersfield,0,2,A,K Friend
26/11/2022,Burnley,Newcastle,1,2,A,A Taylor
30/11/2022,Cardiff,Wolves,2,1,H,A Marriner
01/12/2022,Crystal Palace,Burnley,2,0,H,L Probert
01/12/2022,Huddersfield,Brighton,1,2,A,M Oliver
01/12/2022,Leicester,Watford,2,0,H,G Scott
01/12/2022,Man City,Bournemouth,3,1,H,S Attwell
01/12/2022,Newcastle,West Ham,0,3,A,P Tierney
01/12/2022,Southampton,Man United,2,2,D,K Friend
02/12/2022,Arsenal,Tottenham,4,2,H,M Dean
02/12/2022,Chelsea,Fulham,2,0,H,C Pawson
02/12/2022,Liverpool,Everton,1,0,H,C Kavanagh
04/12/2022,Bournemouth,Huddersfield,2,1,H,R East
04/12/2022,Brighton,Crystal Palace,3,1,H,K Friend
04/12/2022,Watford,Man City,1,2,A,P Tierney
04/12/2022,West Ham,Cardiff,3,1,H,G Scott
05/12/2022,Burnley,Liverpool,1,3,A,S Attwell
05/12/2022,Everton,Newcastle,1,1,D,L Mason
05/12/2022,Fulham,Leicester,1,1,D,D Coote
05/12/2022,Man United,Arsenal,2,2,D,A Marriner
05/12/2022,Tottenham,Southampton,3,1,H,A Taylor
05/12/2022,Wolves,Chelsea,2,1,H,J Moss
08/12/2022,Arsenal,Huddersfield,1,0,H,P Tierney
08/12/2022,Bournemouth,Liverpool,0,4,A,L Mason
08/12/2022,Burnley,Brighton,1,0,H,M Atkinson
08/12/2022,Cardiff,Southampton,1,0,H,J Moss
08/12/2022,Chelsea,Man City,2,0,H,M Oliver
08/12/2022,Leicester,Tottenham,0,2,A,C Pawson
08/12/2022,Man United,Fulham,4,1,H,L Probert
08/12/2022,West Ham,Crystal Palace,3,2,H,A Taylor
09/12/2022,Newcastle,Wolves,1,2,A,M Dean
10/12/2022,Everton,Watford,2,2,D,K Friend
15/12/2022,Crystal Palace,Leicester,1,0,H,M Oliver
15/12/2022,Fulham,West Ham,0,2,A,M Dean
15/12/2022,Huddersfield,Newcastle,0,1,A,A Taylor
15/12/2022,Man City,Everton,3,1,H,C Pawson
15/12/2022,Tottenham,Burnley,1,0,H,G Scott
15/12/2022,Watford,Cardiff,3,2,H,A Madley
15/12/2022,Wolves,Bournemouth,2,0,H,S Hooper
16/12/2022,Brighton,Chelsea,1,2,A,S Attwell
16/12/2022,Liverpool,Man United,3,1,H,M Atkinson
16/12/2022,Southampton,Arsenal,3,2,H,C Kavanagh
21/12/2022,Wolves,Liverpool,0,2,A,C Pawson
22/12/2022,Arsenal,Burnley,3,1,H,K Friend
22/12/2022,Bournemouth,Brighton,2,0,H,M Dean
22/12/2022,Cardiff,Man United,1,5,A,M Oliver
22/12/2022,Chelsea,Leicester,0,1,A,L Probert
22/12/2022,Huddersfield,Southampton,1,3,A,S Attwell
22/12/2022,Man City,Crystal Palace,2,3,A,A Marriner
22/12/2022,Newcastle,Fulham,0,0,D,M Atkinson
22/12/2022,West Ham,Watford,0,2,A,L Mason
23/12/2022,Everton,Tottenham,2,6,A,P Tierney
26/12/2022,Brighton,Arsenal,1,1,D,A Taylor
26/12/2022,Burnley,Everton,1,5,A,M Oliver
26/12/2022,Crystal Palace,Cardiff,0,0,D,L Probert
26/12/2022,Fulham,Wolves,1,1,D,A Marriner
26/12/2022,Leicester,Man City,2,1,H,M Dean
26/12/2022,Liverpool,Newcastle,4,0,H,G Scott
26/12/2022,Man United,Huddersfield,3,1,H,J Moss
26/12/2022,Tottenham,Bournemouth,5,0,H,C Kavanagh
26/12/2022,Watford,Chelsea,1,2,A,M Atkinson
27/12/2022,Southampton,West Ham,1,2,A,C Pawson
29/12/2022,Brighton,Everton,1,0,H,A Madley
29/12/2022,Fulham,Huddersfield,1,0,H,K Friend
29/12/2022,Leicester,Cardiff,0,1,A,S Hooper
29/12/2022,Liverpool,Arsenal,5,1,H,M Oliver
29/12/2022,Tottenham,Wolves,1,3,A,S Attwell
29/12/2022,Watford,Newcastle,1,1,D,R East
30/12/2022,Burnley,West Ham,2,0,H,D Coote
30/12/2022,Crystal Palace,Chelsea,0,1,A,C Pawson
30/12/2022,Man United,Bournemouth,4,1,H,L Mason
30/12/2022,Southampton,Man City,1,3,A,P Tierney
01/01/2023,Arsenal,Fulham,4,1,H,G Scott
01/01/2023,Cardiff,Tottenham,0,3,A,K Friend
01/01/2023,Everton,Leicester,0,1,A,M Atkinson
02/01/2023,Bournemouth,Watford,3,3,D,D Coote
02/01/2023,Chelsea,Southampton,0,0,D,J Moss
02/01/2023,Huddersfield,Burnley,1,2,A,M Dean
02/01/2023,Newcastle,Man United,0,2,A,A Marriner
02/01/2023,West Ham,Brighton,2,2,D,C Kavanagh
02/01/2023,Wolves,Crystal Palace,0,2,A,R East
03/01/2023,Man City,Liverpool,2,1,H,A Taylor
12/01/2023,Brighton,Liverpool,0,1,A,K Friend
12/01/2023,Burnley,Fulham,2,1,H,M Atkinson
12/01/2023,Cardiff,Huddersfield,0,0,D,L Mason
12/01/2023,Chelsea,Newcastle,2,1,H,C Kavanagh
12/01/2023,Crystal Palace,Watford,1,2,A,P Tierney
12/01/2023,Leicester,Southampton,1,2,A,M Oliver
12/01/2023,West Ham,Arsenal,1,0,H,J Moss
13/01/2023,Everton,Bournemouth,2,0,H,A Taylor
13/01/2023,Tottenham,Man United,0,1,A,M Dean
14/01/2023,Man City,Wolves,3,0,H,C Pawson
19/01/2023,Arsenal,Chelsea,2,0,H,A Taylor
19/01/2023,Bournemouth,West Ham,2,0,H,S Hooper
19/01/2023,Liverpool,Crystal Palace,4,3,H,J Moss
19/01/2023,Man United,Brighton,2,1,H,P Tierney
19/01/2023,Newcastle,Cardiff,3,0,H,S Attwell
19/01/2023,Southampton,Everton,2,1,H,G Scott
19/01/2023,Watford,Burnley,0,0,D,M Oliver
19/01/2023,Wolves,Leicester,4,3,H,C Kavanagh
20/01/2023,Fulham,Tottenham,1,2,A,C Pawson
20/01/2023,Huddersfield,Man City,0,3,A,A Marriner
29/01/2023,Arsenal,Cardiff,2,1,H,M Dean
29/01/2023,Fulham,Brighton,4,2,H,L Probert
29/01/2023,Huddersfield,Everton,0,1,A,S Attwell
29/01/2023,Man United,Burnley,2,2,D,J Moss
29/01/2023,Newcastle,Man City,2,1,H,P Tierney
29/01/2023,Wolves,West Ham,3,0,H,D Coote
30/01/2023,Bournemouth,Chelsea,4,0,H,R East
30/01/2023,Liverpool,Leicester,1,1,D,M Atkinson
30/01/2023,Southampton,Crystal Palace,1,1,D,A Marriner
30/01/2023,Tottenham,Watford,2,1,H,G Scott
02/02/2023,Brighton,Watford,0,0,D,S Hooper
02/02/2023,Burnley,Southampton,1,1,D,A Taylor
02/02/2023,Cardiff,Bournemouth,2,0,H,J Moss
02/02/2023,Chelsea,Huddersfield,5,0,H,P Tierney
02/02/2023,Crystal Palace,Fulham,2,0,H,M Oliver
02/02/2023,Everton,Wolves,1,3,A,L Mason
02/02/2023,Tottenham,Newcastle,1,0,H,A Marriner
03/02/2023,Leicester,Man United,0,1,A,M Dean
03/02/2023,Man City,Arsenal,3,1,H,M Atkinson
04/02/2023,West Ham,Liverpool,1,1,D,K Friend
06/02/2023,Everton,Man City,0,2,A,C Pawson
09/02/2023,Brighton,Burnley,1,3,A,S Attwell
09/02/2023,Crystal Palace,West Ham,1,1,D,C Pawson
09/02/2023,Fulham,Man United,0,3,A,P Tierney
09/02/2023,Huddersfield,Arsenal,1,2,A,J Moss
09/02/2023,Liverpool,Bournemouth,3,0,H,A Taylor
09/02/2023,Southampton,Cardiff,1,2,A,M Atkinson
09/02/2023,Watford,Everton,1,0,H,L Probert
10/02/2023,Man City,Chelsea,6,0,H,M Dean
10/02/2023,Tottenham,Leicester,3,1,H,M Oliver
11/02/2023,Wolves,Newcastle,1,1,D,G Scott
22/02/2023,Cardiff,Watford,1,5,A,S Hooper
22/02/2023,West Ham,Fulham,3,1,H,L Mason
23/02/2023,Bournemouth,Wolves,1,1,D,R East
23/02/2023,Burnley,Tottenham,2,1,H,M Dean
23/02/2023,Leicester,Crystal Palace,1,4,A,A Taylor
23/02/2023,Newcastle,Huddersfield,2,0,H,K Friend
24/02/2023,Arsenal,Southampton,2,0,H,G Scott
24/02/2023,Man United,Liverpool,0,0,D,M Oliver
26/02/2023,Cardiff,Everton,0,3,A,K Friend
26/02/2023,Huddersfield,Wolves,1,0,H,D Coote
26/02/2023,Leicester,Brighton,2,1,H,L Probert
26/02/2023,Newcastle,Burnley,2,0,H,C Pawson
27/02/2023,Arsenal,Bournemouth,5,1,H,C Kavanagh
27/02/2023,Chelsea,Tottenham,2,0,H,A Marriner
27/02/2023,Crystal Palace,Man United,1,3,A,M Atkinson
27/02/2023,Liverpool,Watford,5,0,H,G Scott
27/02/2023,Man City,West Ham,1,0,H,S Attwell
27/02/2023,Southampton,Fulham,2,0,H,A Taylor
02/03/2023,Bournemouth,Man City,0,1,A,K Friend
02/03/2023,Brighton,Huddersfield,1,0,H,M Dean
02/03/2023,Burnley,Crystal Palace,1,3,A,L Probert
02/03/2023,Man United,Southampton,3,2,H,S Attwell
02/03/2023,Tottenham,Arsenal,1,1,D,A Taylor
02/03/2023,West Ham,Newcastle,2,0,H,C Kavanagh
02/03/2023,Wolves,Cardiff,2,0,H,A Marriner
03/03/2023,Everton,Liverpool,0,0,D,M Atkinson
03/03/2023,Fulham,Chelsea,1,2,A,G Scott
03/03/2023,Watford,Leicester,2,1,H,J Moss
09/03/2023,Cardiff,West Ham,2,0,H,G Scott
09/03/2023,Crystal Palace,Brighton,1,2,A,C Pawson
09/03/2023,Huddersfield,Bournemouth,0,2,A,A Taylor
09/03/2023,Leicester,Fulham,3,1,H,D Coote
09/03/2023,Man City,Watford,3,1,H,P Tierney
09/03/2023,Newcastle,Everton,3,2,H,L Mason
09/03/2023,Southampton,Tottenham,2,1,H,K Friend
10/03/2023,Arsenal,Man United,2,0,H,J Moss
10/03/2023,Chelsea,Wolves,1,1,D,M Oliver
10/03/2023,Liverpool,Burnley,4,2,H,A Marriner
16/03/2023,Bournemouth,Newcastle,2,2,D,M Dean
16/03/2023,Burnley,Leicester,1,2,A,M Oliver
16/03/2023,West Ham,Huddersfield,4,3,H,J Moss
17/03/2023,Everton,Chelsea,2,0,H,A Taylor
17/03/2023,Fulham,Liverpool,1,2,A,C Pawson
30/03/2023,Brighton,Southampton,0,1,A,M Oliver
30/03/2023,Burnley,Wolves,2,0,H,C Kavanagh
30/03/2023,Crystal Palace,Huddersfield,2,0,H,L Probert
30/03/2023,Fulham,Man City,0,2,A,K Friend
30/03/2023,Leicester,Bournemouth,2,0,H,L Mason
30/03/2023,Man United,Watford,2,1,H,S Attwell
30/03/2023,West Ham,Everton,0,2,A,P Tierney
31/03/2023,Cardiff,Chelsea,1,2,A,C Pawson
31/03/2023,Liverpool,Tottenham,2,1,H,M Atkinson
01/04/2023,Arsenal,Newcastle,2,0,H,A Taylor
02/04/2023,Watford,Fulham,4,1,H,R East
02/04/2023,Wolves,Man United,2,1,H,M Dean
03/04/2023,Chelsea,Brighton,3,0,H,G Scott
03/04/2023,Man City,Cardiff,2,0,H,J Moss
03/04/2023,Tottenham,Crystal Palace,2,0,H,A Marriner
05/04/2023,Southampton,Liverpool,1,3,A,P Tierney
06/04/2023,Bournemouth,Burnley,1,3,A,M Atkinson
06/04/2023,Huddersfield,Leicester,1,4,A,D Coote
06/04/2023,Newcastle,Crystal Palace,0,1,A,S Attwell
07/04/2023,Everton,Arsenal,1,0,H,K Friend
